fid,COUNTRY,ISO_CC,CONTINENT,LAND_TYPE,LAND_RANK,COUNTRYAFF,ID,Continent_2,region,country_2,isoCode,sids,ots,name_descriptor,year_publication,scale_(EAA),oceanAccountComponent,OA_component,environmentalAssets,flowsToEconomy,oceanEconomy,flowsToEnvironment,governance,Compiling_SEEA_CF,Compiling_SEEA_EA,EcosystemExtent,EcosystemCondition,EcosystemServices,MonetaryAccounts,SatelliteAccount,OceanEconomyActivities,SectorSpecific,OESA,BlueEconomy,OceanTourismSatelliteAccount,Links,Links_2,Links_3,OA_components,OA_components_abb,OA_combination_reclass,OA_Count,OA_Count_disagg
523,Seychelles,SYC,Africa,Very small island,1,Seychelles,10,Africa,,Seychelles,SYC,TRUE,FALSE,"Blue economy satellite accounts a comparative analysis of the blue economy in Seychelles, Saint Lucia and the Bahamas",2020,National,Ocean economic activity,Ocean Economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,,BESA,FALSE,https://www.uneca.org/sites/default/files/SROs/BESA%20Draft%20Working%20Paper.pdf,,,OceanEconomy,OEcon,Ocean Economy,1,1
524,Sierra Leone,SLE,Africa,Small island,2,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
525,Sierra Leone,SLE,Africa,Primary land,5,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
526,Sierra Leone,SLE,Africa,Very small island,1,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
527,Singapore,SGP,Asia,Very small island,1,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
528,Singapore,SGP,Asia,Small island,2,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
529,Singapore,SGP,Asia,Primary land,5,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
530,Sint Maarten,SXM,North America,Primary land,5,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
531,Sint Maarten,SXM,North America,Very small island,1,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
532,Slovakia,SVK,Europe,Primary land,5,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
533,Slovenia,SVN,Europe,Primary land,5,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
534,Solomon Islands,SLB,Oceania,Medium island,3,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
535,Solomon Islands,SLB,Oceania,Small island,2,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
536,Solomon Islands,SLB,Oceania,Primary land,5,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
537,Solomon Islands,SLB,Oceania,Very small island,1,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
538,Somalia,SOM,Africa,Primary land,5,Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
539,Somalia,SOM,Africa,Very small island,1,Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
540,Somalia,SOM,Africa,Small island,2,Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
541,South Africa,ZAF,Africa,Very small island,1,South Africa,36,Africa,,South Africa,ZAF,FALSE,FALSE,"South Africa Ocean Accounts,Fishery Accounts for South Africa: 1990–2011,Experimental ecosystem accounts for South Africa's estuaries","Ongoing,2013,2020","Local,National","Environmental-Economic, Ocean economic activity and Novel social, risk and governance accounts,Environmental-Economic","Environmental assets,Flows to economy,Environmental assets and flows to economy",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Yes,",TRUE,",Yes",",Yes",TRUE,FALSE,FALSE,FALSE,,,FALSE,"https://www.oceanaccounts.org/south-african-ocean-accounts-project/,http://www.statssa.gov.za/publications/D04050/D040502011.pdf,http://opus.sanbi.org/bitstream/20.500.12143/7203/1/CSIR_National_Estuaries_Ecosystem_Accounts_CSIR_SPLA_SECO_IR_2020_0026_A_23Oct2020.pdf",",https://teebweb.org/wp-content/uploads/2022/08/ncaves_-_sth_africa_-_country_report_-_final_web_ready.pdf",,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
542,South Africa,ZAF,Africa,Small island,2,South Africa,36,Africa,,South Africa,ZAF,FALSE,FALSE,"South Africa Ocean Accounts,Fishery Accounts for South Africa: 1990–2011,Experimental ecosystem accounts for South Africa's estuaries","Ongoing,2013,2020","Local,National","Environmental-Economic, Ocean economic activity and Novel social, risk and governance accounts,Environmental-Economic","Environmental assets,Flows to economy,Environmental assets and flows to economy",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Yes,",TRUE,",Yes",",Yes",TRUE,FALSE,FALSE,FALSE,,,FALSE,"https://www.oceanaccounts.org/south-african-ocean-accounts-project/,http://www.statssa.gov.za/publications/D04050/D040502011.pdf,http://opus.sanbi.org/bitstream/20.500.12143/7203/1/CSIR_National_Estuaries_Ecosystem_Accounts_CSIR_SPLA_SECO_IR_2020_0026_A_23Oct2020.pdf",",https://teebweb.org/wp-content/uploads/2022/08/ncaves_-_sth_africa_-_country_report_-_final_web_ready.pdf",,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
543,South Africa,ZAF,Africa,Primary land,5,South Africa,36,Africa,,South Africa,ZAF,FALSE,FALSE,"South Africa Ocean Accounts,Fishery Accounts for South Africa: 1990–2011,Experimental ecosystem accounts for South Africa's estuaries","Ongoing,2013,2020","Local,National","Environmental-Economic, Ocean economic activity and Novel social, risk and governance accounts,Environmental-Economic","Environmental assets,Flows to economy,Environmental assets and flows to economy",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Yes,",TRUE,",Yes",",Yes",TRUE,FALSE,FALSE,FALSE,,,FALSE,"https://www.oceanaccounts.org/south-african-ocean-accounts-project/,http://www.statssa.gov.za/publications/D04050/D040502011.pdf,http://opus.sanbi.org/bitstream/20.500.12143/7203/1/CSIR_National_Estuaries_Ecosystem_Accounts_CSIR_SPLA_SECO_IR_2020_0026_A_23Oct2020.pdf",",https://teebweb.org/wp-content/uploads/2022/08/ncaves_-_sth_africa_-_country_report_-_final_web_ready.pdf",,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
544,South Georgia and the South Sandwich Islands,SGS,Antarctica,Very small island,1,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
545,South Georgia and the South Sandwich Islands,SGS,Antarctica,Medium island,3,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
546,South Georgia and the South Sandwich Islands,SGS,Antarctica,Small island,2,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
547,South Korea,KOR,Asia,Very small island,1,"Korea, Republic of",39,Asia,,Korea,KOR,FALSE,FALSE,Ocean Economy Satellite Account in Korea,2021,National,Ocean economic activity,Ocean economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,yes,,FALSE,https://www.kmi.re.kr/web/board/download.do?rbsIdx=304&idx=35&fidx=1,https://cbe.miis.edu/cgi/viewcontent.cgi?article=1148&context=joce,,OceanEconomy,OEcon,Ocean Economy,1,1
548,South Korea,KOR,Asia,Small island,2,"Korea, Republic of",39,Asia,,Korea,KOR,FALSE,FALSE,Ocean Economy Satellite Account in Korea,2021,National,Ocean economic activity,Ocean economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,yes,,FALSE,https://www.kmi.re.kr/web/board/download.do?rbsIdx=304&idx=35&fidx=1,https://cbe.miis.edu/cgi/viewcontent.cgi?article=1148&context=joce,,OceanEconomy,OEcon,Ocean Economy,1,1
549,South Korea,KOR,Asia,Primary land,5,"Korea, Republic of",39,Asia,,Korea,KOR,FALSE,FALSE,Ocean Economy Satellite Account in Korea,2021,National,Ocean economic activity,Ocean economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,yes,,FALSE,https://www.kmi.re.kr/web/board/download.do?rbsIdx=304&idx=35&fidx=1,https://cbe.miis.edu/cgi/viewcontent.cgi?article=1148&context=joce,,OceanEconomy,OEcon,Ocean Economy,1,1
550,South Sudan,SSD,Africa,Primary land,5,South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
551,Spain,ESP,Europe,Small island,2,Spain,54,Europe,,Spain,ESP,FALSE,FALSE,Natural capital accounting pilot study in a protected marine area in the Balearic islands,2021,Local,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,partially,Yes,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://marilles.org/storage/media/2021/10/917/deliverable-ii-natural-capital-accounting-pilot-study-in-balearic-islands-mpa.pdf,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
552,Spain,ESP,Europe,Very small island,1,Spain,54,Europe,,Spain,ESP,FALSE,FALSE,Natural capital accounting pilot study in a protected marine area in the Balearic islands,2021,Local,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,partially,Yes,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://marilles.org/storage/media/2021/10/917/deliverable-ii-natural-capital-accounting-pilot-study-in-balearic-islands-mpa.pdf,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
553,Spain,ESP,Europe,Medium island,3,Spain,54,Europe,,Spain,ESP,FALSE,FALSE,Natural capital accounting pilot study in a protected marine area in the Balearic islands,2021,Local,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,partially,Yes,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://marilles.org/storage/media/2021/10/917/deliverable-ii-natural-capital-accounting-pilot-study-in-balearic-islands-mpa.pdf,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
554,Spain,ESP,Europe,Primary land,5,Spain,54,Europe,,Spain,ESP,FALSE,FALSE,Natural capital accounting pilot study in a protected marine area in the Balearic islands,2021,Local,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,partially,Yes,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://marilles.org/storage/media/2021/10/917/deliverable-ii-natural-capital-accounting-pilot-study-in-balearic-islands-mpa.pdf,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
555,Spain,ESP,Africa,Very small island,1,Spain,54,Europe,,Spain,ESP,FALSE,FALSE,Natural capital accounting pilot study in a protected marine area in the Balearic islands,2021,Local,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,partially,Yes,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://marilles.org/storage/media/2021/10/917/deliverable-ii-natural-capital-accounting-pilot-study-in-balearic-islands-mpa.pdf,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
556,Spain,ESP,Africa,Primary land,5,Spain,54,Europe,,Spain,ESP,FALSE,FALSE,Natural capital accounting pilot study in a protected marine area in the Balearic islands,2021,Local,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,partially,Yes,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://marilles.org/storage/media/2021/10/917/deliverable-ii-natural-capital-accounting-pilot-study-in-balearic-islands-mpa.pdf,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
557,Sri Lanka,LKA,Asia,Very small island,1,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
558,Sri Lanka,LKA,Asia,Medium island,3,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
559,Sri Lanka,LKA,Asia,Small island,2,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
560,Sri Lanka,LKA,Asia,Primary land,5,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
561,Sudan,SDN,Africa,Small island,2,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
562,Sudan,SDN,Africa,Very small island,1,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
563,Sudan,SDN,Africa,Primary land,5,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
564,Suriname,SUR,South America,Small island,2,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
565,Suriname,SUR,South America,Primary land,5,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
566,Suriname,SUR,South America,Very small island,1,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
567,Sweden,SWE,Europe,Medium island,3,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
568,Sweden,SWE,Europe,Very small island,1,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
569,Sweden,SWE,Europe,Small island,2,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
570,Sweden,SWE,Europe,Primary land,5,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
571,Switzerland,CHE,Europe,Primary land,5,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
572,Syria,SYR,Asia,Very small island,1,Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
573,Syria,SYR,Asia,Primary land,5,Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
574,Tajikistan,TJK,Asia,Primary land,5,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
575,Tanzania,TZA,Africa,Primary land,5,"Tanzania, United Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
576,Tanzania,TZA,Africa,Small island,2,"Tanzania, United Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
577,Tanzania,TZA,Africa,Very small island,1,"Tanzania, United Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
578,Thailand,THA,Asia,Small island,2,Thailand,40,Asia,,Thailand,THA,FALSE,FALSE,"A Study on Sustainable Tourism, the Environment and the Ocean",2016,Local,Environmental-Economic and Ocean economic activity,Ocean economy and flows to environment,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,FALSE,,,FALSE,TRUE,FALSE,TRUE,,,TRUE,https://www.unescap.org/sites/default/d8files/2022-06/Ocean_Accounts_Thailand.pdf,https://stat-confluence.escap.un.org/download/attachments/16154963/08.02.04b%20ESCAP_OceanAccounts_Pilot_THA_ScopingReport_SEEA-TSA.pdf?version=1&modificationDate=1610434298981&api=v2,,OceanEconomy + FlowsToEnvironment,OEcon + FEnv,"Environmental-Economic, Ocean Economy",2,2
579,Thailand,THA,Asia,Very small island,1,Thailand,40,Asia,,Thailand,THA,FALSE,FALSE,"A Study on Sustainable Tourism, the Environment and the Ocean",2016,Local,Environmental-Economic and Ocean economic activity,Ocean economy and flows to environment,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,FALSE,,,FALSE,TRUE,FALSE,TRUE,,,TRUE,https://www.unescap.org/sites/default/d8files/2022-06/Ocean_Accounts_Thailand.pdf,https://stat-confluence.escap.un.org/download/attachments/16154963/08.02.04b%20ESCAP_OceanAccounts_Pilot_THA_ScopingReport_SEEA-TSA.pdf?version=1&modificationDate=1610434298981&api=v2,,OceanEconomy + FlowsToEnvironment,OEcon + FEnv,"Environmental-Economic, Ocean Economy",2,2
580,Thailand,THA,Asia,Primary land,5,Thailand,40,Asia,,Thailand,THA,FALSE,FALSE,"A Study on Sustainable Tourism, the Environment and the Ocean",2016,Local,Environmental-Economic and Ocean economic activity,Ocean economy and flows to environment,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,FALSE,,,FALSE,TRUE,FALSE,TRUE,,,TRUE,https://www.unescap.org/sites/default/d8files/2022-06/Ocean_Accounts_Thailand.pdf,https://stat-confluence.escap.un.org/download/attachments/16154963/08.02.04b%20ESCAP_OceanAccounts_Pilot_THA_ScopingReport_SEEA-TSA.pdf?version=1&modificationDate=1610434298981&api=v2,,OceanEconomy + FlowsToEnvironment,OEcon + FEnv,"Environmental-Economic, Ocean Economy",2,2
581,Timor-Leste,TLS,Asia,Very small island,1,Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
582,Timor-Leste,TLS,Asia,Primary land,5,Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
583,Timor-Leste,TLS,Asia,Small island,2,Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
584,Togo,TGO,Africa,Primary land,5,Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
585,Tokelau,TKL,Oceania,Small island,2,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
586,Tokelau,TKL,Oceania,Very small island,1,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
587,Tonga,TON,Oceania,Small island,2,Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
588,Tonga,TON,Oceania,Very small island,1,Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
589,Trinidad and Tobago,TTO,South America,Very small island,1,Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
590,Trinidad and Tobago,TTO,South America,Primary land,5,Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
591,Trinidad and Tobago,TTO,South America,Small island,2,Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
592,Tunisia,TUN,Africa,Small island,2,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
593,Tunisia,TUN,Africa,Primary land,5,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
594,Tunisia,TUN,Africa,Very small island,1,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
595,Turkiye,TUR,Asia,Small island,2,Turkiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
596,Turkiye,TUR,Asia,Primary land,5,Turkiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
597,Turkiye,TUR,Asia,Very small island,1,Turkiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
598,Turkmenistan,TKM,Asia,Primary land,5,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
599,Turkmenistan,TKM,Asia,Small island,2,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
600,Turkmenistan,TKM,Asia,Very small island,1,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
601,Turks and Caicos Islands,TCA,North America,Very small island,1,United Kingdom,23,America,Caribbean,Turks and Caicos,TCA,FALSE,TRUE,"Natural Capital
 Accounting",2019,UK Overseas Territories,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,yes,TRUE,,Physical and monetary flow,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://hub.jncc.gov.uk/assets/0766c05e-0cfb-4510-81cd-b768701bce32#ot-nca-sup-cbn-21-TCI-nca-jun-2019.pdf,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
602,Turks and Caicos Islands,TCA,North America,Small island,2,United Kingdom,23,America,Caribbean,Turks and Caicos,TCA,FALSE,TRUE,"Natural Capital
 Accounting",2019,UK Overseas Territories,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,yes,TRUE,,Physical and monetary flow,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://hub.jncc.gov.uk/assets/0766c05e-0cfb-4510-81cd-b768701bce32#ot-nca-sup-cbn-21-TCI-nca-jun-2019.pdf,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
603,Tuvalu,TUV,Oceania,Small island,2,Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
604,Tuvalu,TUV,Oceania,Very small island,1,Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
605,Uganda,UGA,Africa,Primary land,5,Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
606,Ukraine,UKR,Europe,Small island,2,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
607,Ukraine,UKR,Europe,Very small island,1,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
608,Ukraine,UKR,Europe,Primary land,5,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
609,United Arab Emirates,ARE,Asia,Very small island,1,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
610,United Arab Emirates,ARE,Asia,Primary land,5,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
611,United Arab Emirates,ARE,Asia,Small island,2,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
612,United Kingdom,GBR,Europe,Small island,2,United Kingdom,56,Europe,,United Kingdom,GBR,FALSE,FALSE,"Marine accounts, natural capital",2021,National,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,Yes - related to MSFD,Yes,TRUE,FALSE,FALSE,FALSE,,,FALSE,"https://www.ons.gov.uk/economy/environmentalaccounts/bulletins/marineaccountsnaturalcapitaluk/2021#:~:text=The%20UK%20marine%20natural%20capital,carbon%20removed%20by%20terrestrial%20habitats.",,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
613,United Kingdom,GBR,Europe,Very small island,1,United Kingdom,56,Europe,,United Kingdom,GBR,FALSE,FALSE,"Marine accounts, natural capital",2021,National,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,Yes - related to MSFD,Yes,TRUE,FALSE,FALSE,FALSE,,,FALSE,"https://www.ons.gov.uk/economy/environmentalaccounts/bulletins/marineaccountsnaturalcapitaluk/2021#:~:text=The%20UK%20marine%20natural%20capital,carbon%20removed%20by%20terrestrial%20habitats.",,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
614,United Kingdom,GBR,Europe,Primary land,5,United Kingdom,56,Europe,,United Kingdom,GBR,FALSE,FALSE,"Marine accounts, natural capital",2021,National,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,Yes - related to MSFD,Yes,TRUE,FALSE,FALSE,FALSE,,,FALSE,"https://www.ons.gov.uk/economy/environmentalaccounts/bulletins/marineaccountsnaturalcapitaluk/2021#:~:text=The%20UK%20marine%20natural%20capital,carbon%20removed%20by%20terrestrial%20habitats.",,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
615,United Kingdom,GBR,Europe,Medium island,3,United Kingdom,56,Europe,,United Kingdom,GBR,FALSE,FALSE,"Marine accounts, natural capital",2021,National,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,Yes - related to MSFD,Yes,TRUE,FALSE,FALSE,FALSE,,,FALSE,"https://www.ons.gov.uk/economy/environmentalaccounts/bulletins/marineaccountsnaturalcapitaluk/2021#:~:text=The%20UK%20marine%20natural%20capital,carbon%20removed%20by%20terrestrial%20habitats.",,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
616,United States,USA,North America,Primary land,5,United States,32,America,North America,United States,USA,FALSE,FALSE,U.S.Marine Economy Satellite Account (MESA),2021,National,Ocean economic activity,Ocean Economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,MESA,,FALSE,https://www.bea.gov/data/special-topics/marine-economy,https://coast.noaa.gov/states/fast-facts/marine-economy.html,,OceanEconomy,OEcon,Ocean Economy,1,1
617,United States,USA,North America,Small island,2,United States,32,America,North America,United States,USA,FALSE,FALSE,U.S.Marine Economy Satellite Account (MESA),2021,National,Ocean economic activity,Ocean Economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,MESA,,FALSE,https://www.bea.gov/data/special-topics/marine-economy,https://coast.noaa.gov/states/fast-facts/marine-economy.html,,OceanEconomy,OEcon,Ocean Economy,1,1
618,United States,USA,North America,Large island,4,United States,32,America,North America,United States,USA,FALSE,FALSE,U.S.Marine Economy Satellite Account (MESA),2021,National,Ocean economic activity,Ocean Economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,MESA,,FALSE,https://www.bea.gov/data/special-topics/marine-economy,https://coast.noaa.gov/states/fast-facts/marine-economy.html,,OceanEconomy,OEcon,Ocean Economy,1,1
619,United States,USA,North America,Very small island,1,United States,32,America,North America,United States,USA,FALSE,FALSE,U.S.Marine Economy Satellite Account (MESA),2021,National,Ocean economic activity,Ocean Economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,MESA,,FALSE,https://www.bea.gov/data/special-topics/marine-economy,https://coast.noaa.gov/states/fast-facts/marine-economy.html,,OceanEconomy,OEcon,Ocean Economy,1,1
620,United States Minor Outlying Islands,UMI,North America,Very small island,1,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
621,United States Minor Outlying Islands,UMI,North America,Primary land,5,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
622,United States Minor Outlying Islands,UMI,North America,Small island,2,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
623,Uruguay,URY,South America,Small island,2,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
624,Uruguay,URY,South America,Very small island,1,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
